v183ciuo,ciuolabel,ciuo1diglabel,ciuo3cat,ciuolabel_color,ciuo1diglabel_color,ciuo3cat_color,n_obs,total_workers_weighted,income_mean,income_std,income_median,female_pct,male_pct,public_sector_pct,nivel_ed_mean,nivel_ed_std,age_mean,age_std,age_median
11113,Jefes de pequeñas poblaciones,1. Gerentes y directivos,1. Trabajadores  no manuales,"(0.110536, 0.047399, 0.262912, 1.0)",#374E55,#cccccc,0.0,,,,,,,,,,,,
11114,Dir. Org. Interés especial,1. Gerentes y directivos,1. Trabajadores  no manuales,"(0.110536, 0.047399, 0.262912, 1.0)",#374E55,#cccccc,1135.33,1135.33,,,,100.0,0.0,100.0,,,,,
11120,Ger. Generales,1. Gerentes y directivos,1. Trabajadores  no manuales,"(0.110536, 0.047399, 0.262912, 1.0)",#374E55,#cccccc,309.66,309.66,,,,0.0,100.0,0.0,,,,,
11200,Dir. adm. y com.,1. Gerentes y directivos,1. Trabajadores  no manuales,"(0.122908, 0.047536, 0.281624, 1.0)",#374E55,#cccccc,0.0,,,,,,,,,,,,
11210,Dir. adm. y serv.,1. Gerentes y directivos,1. Trabajadores  no manuales,"(0.129285, 0.047293, 0.290788, 1.0)",#374E55,#cccccc,0.0,,,,,,,,,,,,
11211,Dir. Financieros,1. Gerentes y directivos,1. Trabajadores  no manuales,"(0.129285, 0.047293, 0.290788, 1.0)",#374E55,#cccccc,0.0,,,,,,,,,,,,
11212,Dir. RR.HH.,1. Gerentes y directivos,1. Trabajadores  no manuales,"(0.129285, 0.047293, 0.290788, 1.0)",#374E55,#cccccc,0.0,,,,,,,,,,,,
11213,Dir. Pol. y planificación,1. Gerentes y directivos,1. Trabajadores  no manuales,"(0.129285, 0.047293, 0.290788, 1.0)",#374E55,#cccccc,0.0,,,,,,,,,,,,
11219,Dir. Servicios n/c,1. Gerentes y directivos,1. Trabajadores  no manuales,"(0.129285, 0.047293, 0.290788, 1.0)",#374E55,#cccccc,0.0,,,,,,,,,,,,
11220,Dir. Ventas y com,1. Gerentes y directivos,1. Trabajadores  no manuales,"(0.129285, 0.047293, 0.290788, 1.0)",#374E55,#cccccc,0.0,,,,,,,,,,,,
11221,Dir. Ventas y com,1. Gerentes y directivos,1. Trabajadores  no manuales,"(0.129285, 0.047293, 0.290788, 1.0)",#374E55,#cccccc,51436.33,51436.33,,,,14.98,85.02,0.0,,,,,
11222,Dir. Publicidad y rel públicas,1. Gerentes y directivos,1. Trabajadores  no manuales,"(0.129285, 0.047293, 0.290788, 1.0)",#374E55,#cccccc,0.0,,,,,,,,,,,,
11223,Dir R&D,1. Gerentes y directivos,1. Trabajadores  no manuales,"(0.129285, 0.047293, 0.290788, 1.0)",#374E55,#cccccc,4047.1,4047.1,,,,0.0,100.0,0.0,,,,,
11300,Dir. Producción,1. Gerentes y directivos,1. Trabajadores  no manuales,"(0.142378, 0.046242, 0.308553, 1.0)",#374E55,#cccccc,0.0,,,,,,,,,,,,
11310,Dir. Prod agropecuaria,1. Gerentes y directivos,1. Trabajadores  no manuales,"(0.142378, 0.046242, 0.308553, 1.0)",#374E55,#cccccc,0.0,,,,,,,,,,,,
11311,Dir. Prod agropecuaria,1. Gerentes y directivos,1. Trabajadores  no manuales,"(0.142378, 0.046242, 0.308553, 1.0)",#374E55,#cccccc,394.68,394.68,,,,100.0,0.0,0.0,,,,,
11312,Dir. Prod pisicultura,1. Gerentes y directivos,1. Trabajadores  no manuales,"(0.142378, 0.046242, 0.308553, 1.0)",#374E55,#cccccc,0.0,,,,,,,,,,,,
11320,"Dir. Ind manufacturera, minería",1. Gerentes y directivos,1. Trabajadores  no manuales,"(0.149073, 0.045468, 0.317085, 1.0)",#374E55,#cccccc,0.0,,,,,,,,,,,,
11321,Dir. Ind manufacturera,1. Gerentes y directivos,1. Trabajadores  no manuales,"(0.149073, 0.045468, 0.317085, 1.0)",#374E55,#cccccc,19510.77,19510.77,,,,80.32,19.68,0.0,,,,,
11322,Dir. minería,1. Gerentes y directivos,1. Trabajadores  no manuales,"(0.149073, 0.045468, 0.317085, 1.0)",#374E55,#cccccc,840.33,840.33,,,,0.0,100.0,0.0,,,,,
11323,Dir. emp. construcción,1. Gerentes y directivos,1. Trabajadores  no manuales,"(0.149073, 0.045468, 0.317085, 1.0)",#374E55,#cccccc,254.53,254.53,,,,0.0,100.0,0.0,,,,,
11324,"Dir. emp. abastecimiento, distribución y afines",1. Gerentes y directivos,1. Trabajadores  no manuales,"(0.149073, 0.045468, 0.317085, 1.0)",#374E55,#cccccc,486.5,486.5,,,,100.0,0.0,0.0,,,,,
11330,Dir. serv. IT,1. Gerentes y directivos,1. Trabajadores  no manuales,"(0.149073, 0.045468, 0.317085, 1.0)",#374E55,#cccccc,302.85,302.85,,,,0.0,100.0,100.0,,,,,
11340,Dir. serv. profesionales,1. Gerentes y directivos,1. Trabajadores  no manuales,"(0.149073, 0.045468, 0.317085, 1.0)",#374E55,#cccccc,0.0,,,,,,,,,,,,
11341,Dir. Cuidados infantiles,1. Gerentes y directivos,1. Trabajadores  no manuales,"(0.149073, 0.045468, 0.317085, 1.0)",#374E55,#cccccc,0.0,,,,,,,,,,,,
11342,Dir. serv. salud,1. Gerentes y directivos,1. Trabajadores  no manuales,"(0.149073, 0.045468, 0.317085, 1.0)",#374E55,#cccccc,6286.72,6286.72,,,,100.0,0.0,7.77,,,,,
11343,Dir. Cuid. Pers edad.,1. Gerentes y directivos,1. Trabajadores  no manuales,"(0.149073, 0.045468, 0.317085, 1.0)",#374E55,#cccccc,0.0,,,,,,,,,,,,
11344,Dir. bienestar social,1. Gerentes y directivos,1. Trabajadores  no manuales,"(0.149073, 0.045468, 0.317085, 1.0)",#374E55,#cccccc,0.0,,,,,,,,,,,,
11345,Dir. Serv. Educación,1. Gerentes y directivos,1. Trabajadores  no manuales,"(0.149073, 0.045468, 0.317085, 1.0)",#374E55,#cccccc,33866.02,33866.02,,,,80.21,19.79,91.27,,,,,
11346,Ger bancos y serv financieros,1. Gerentes y directivos,1. Trabajadores  no manuales,"(0.149073, 0.045468, 0.317085, 1.0)",#374E55,#cccccc,8215.06,8215.06,,,,0.0,100.0,100.0,,,,,
11349,Dir. serv. profesionales,1. Gerentes y directivos,1. Trabajadores  no manuales,"(0.149073, 0.045468, 0.317085, 1.0)",#374E55,#cccccc,13635.31,13635.31,,,,0.0,100.0,1.29,,,,,
11400,Ger. Hoteles y restaurantes,1. Gerentes y directivos,1. Trabajadores  no manuales,"(0.162689, 0.043554, 0.333277, 1.0)",#374E55,#cccccc,0.0,,,,,,,,,,,,
11410,Ger. hot. y rest.,1. Gerentes y directivos,1. Trabajadores  no manuales,"(0.162689, 0.043554, 0.333277, 1.0)",#374E55,#cccccc,0.0,,,,,,,,,,,,
11411,Ger. Hoteles,1. Gerentes y directivos,1. Trabajadores  no manuales,"(0.162689, 0.043554, 0.333277, 1.0)",#374E55,#cccccc,1370.0,1370.0,,,,52.8,47.2,0.0,,,,,
11412,Ger. Restaurantes,1. Gerentes y directivos,1. Trabajadores  no manuales,"(0.162689, 0.043554, 0.333277, 1.0)",#374E55,#cccccc,10045.23,10045.23,,,,45.15,54.85,0.0,,,,,
11420,Ger. Com. Por mayor,1. Gerentes y directivos,1. Trabajadores  no manuales,"(0.162689, 0.043554, 0.333277, 1.0)",#374E55,#cccccc,29160.56,29160.56,,,,20.9,79.1,0.0,,,,,
11430,Ger. n/c,1. Gerentes y directivos,1. Trabajadores  no manuales,"(0.169575, 0.042489, 0.340874, 1.0)",#374E55,#cccccc,0.0,,,,,,,,,,,,
11431,"Ger cent. Deportivos, esparicmiento y culturales",1. Gerentes y directivos,1. Trabajadores  no manuales,"(0.169575, 0.042489, 0.340874, 1.0)",#374E55,#cccccc,1820.73,1820.73,,,,0.0,100.0,0.0,,,,,
11439,Ger. Serv. n/c,1. Gerentes y directivos,1. Trabajadores  no manuales,"(0.169575, 0.042489, 0.340874, 1.0)",#374E55,#cccccc,3300.87,3300.87,,,,6.02,93.98,0.0,,,,,
12000,Profesionales científicos e intelectuales,2. Profesionales,1. Trabajadores  no manuales,"(0.271347, 0.040922, 0.411976, 1.0)",#DF8F44,#cccccc,12013.46,12013.46,,,,79.28,20.72,100.0,,,,,
12100,Prof. ciencia e ingeniería,2. Profesionales,1. Trabajadores  no manuales,"(0.284321, 0.043933, 0.416608, 1.0)",#DF8F44,#cccccc,5006.61,5006.61,,,,100.0,0.0,100.0,,,,,
12111,Físicos y astrónomos,2. Profesionales,1. Trabajadores  no manuales,"(0.290763, 0.045644, 0.418637, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12112,Meteorólogos,2. Profesionales,1. Trabajadores  no manuales,"(0.290763, 0.045644, 0.418637, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12113,Químicos,2. Profesionales,1. Trabajadores  no manuales,"(0.290763, 0.045644, 0.418637, 1.0)",#DF8F44,#cccccc,1603.35,1603.35,,,,100.0,0.0,0.0,,,,,
12114,Geólogos y geofísicos,2. Profesionales,1. Trabajadores  no manuales,"(0.290763, 0.045644, 0.418637, 1.0)",#DF8F44,#cccccc,751.8,751.8,,,,0.0,100.0,0.0,,,,,
12120,"Matemáticos, actuarios y estadísticos",2. Profesionales,1. Trabajadores  no manuales,"(0.290763, 0.045644, 0.418637, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12130,Prof. Biología,2. Profesionales,1. Trabajadores  no manuales,"(0.290763, 0.045644, 0.418637, 1.0)",#DF8F44,#cccccc,9297.17,9297.17,,,,92.95,7.05,48.2,,,,,
12131,"Biólogos, botánicos, zoólogos y afines",2. Profesionales,1. Trabajadores  no manuales,"(0.290763, 0.045644, 0.418637, 1.0)",#DF8F44,#cccccc,2818.5,2818.5,,,,83.78,16.22,68.72,,,,,
12132,Agrónomos y afines,2. Profesionales,1. Trabajadores  no manuales,"(0.290763, 0.045644, 0.418637, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12133,Prof. Protec. med.ambiental,2. Profesionales,1. Trabajadores  no manuales,"(0.290763, 0.045644, 0.418637, 1.0)",#DF8F44,#cccccc,1210.25,1210.25,,,,0.0,100.0,100.0,,,,,
12140,Ingenieros,2. Profesionales,1. Trabajadores  no manuales,"(0.290763, 0.045644, 0.418637, 1.0)",#DF8F44,#cccccc,2679.88,2679.88,,,,0.0,100.0,100.0,,,,,
12141,Ing. Industriales y producción,2. Profesionales,1. Trabajadores  no manuales,"(0.290763, 0.045644, 0.418637, 1.0)",#DF8F44,#cccccc,769.01,769.01,,,,19.39,80.61,19.39,,,,,
12142,Ingenieros civiles,2. Profesionales,1. Trabajadores  no manuales,"(0.290763, 0.045644, 0.418637, 1.0)",#DF8F44,#cccccc,19017.75,19017.75,,,,19.25,80.75,58.34,,,,,
12143,Ing. med.ambiental,2. Profesionales,1. Trabajadores  no manuales,"(0.290763, 0.045644, 0.418637, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12144,Ing. Mecánicos,2. Profesionales,1. Trabajadores  no manuales,"(0.297178, 0.04747, 0.420491, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12145,Ing. Químicos,2. Profesionales,1. Trabajadores  no manuales,"(0.297178, 0.04747, 0.420491, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12146,Ing. Met. Y minas,2. Profesionales,1. Trabajadores  no manuales,"(0.297178, 0.04747, 0.420491, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12149,Ingenieros n/c,2. Profesionales,1. Trabajadores  no manuales,"(0.297178, 0.04747, 0.420491, 1.0)",#DF8F44,#cccccc,8830.95,8830.95,,,,8.74,91.26,8.74,,,,,
12150,Ing. Electrotécnología,2. Profesionales,1. Trabajadores  no manuales,"(0.297178, 0.04747, 0.420491, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12151,Ing. Electricista,2. Profesionales,1. Trabajadores  no manuales,"(0.297178, 0.04747, 0.420491, 1.0)",#DF8F44,#cccccc,281.23,281.23,,,,0.0,100.0,100.0,,,,,
12152,Ing. Electrónicos,2. Profesionales,1. Trabajadores  no manuales,"(0.297178, 0.04747, 0.420491, 1.0)",#DF8F44,#cccccc,4609.04,4609.04,,,,0.0,100.0,30.37,,,,,
12153,Ing. Telecomunicaciones,2. Profesionales,1. Trabajadores  no manuales,"(0.297178, 0.04747, 0.420491, 1.0)",#DF8F44,#cccccc,1054.6,1054.6,,,,0.0,100.0,0.0,,,,,
12160,"Arquitectos, urbanistas, agrimensores y diseñadores",2. Profesionales,1. Trabajadores  no manuales,"(0.297178, 0.04747, 0.420491, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12161,Arquitectos,2. Profesionales,1. Trabajadores  no manuales,"(0.297178, 0.04747, 0.420491, 1.0)",#DF8F44,#cccccc,10267.17,10267.17,,,,45.82,54.18,35.0,,,,,
12162,Arquitectos paisajistas,2. Profesionales,1. Trabajadores  no manuales,"(0.297178, 0.04747, 0.420491, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12163,Dis. Prendas y productos,2. Profesionales,1. Trabajadores  no manuales,"(0.297178, 0.04747, 0.420491, 1.0)",#DF8F44,#cccccc,21733.69,21733.69,,,,24.81,75.19,0.0,,,,,
12164,Urbanistas e ingenieros de tránsito,2. Profesionales,1. Trabajadores  no manuales,"(0.297178, 0.04747, 0.420491, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12165,Cartógrafos y agrimensores,2. Profesionales,1. Trabajadores  no manuales,"(0.297178, 0.04747, 0.420491, 1.0)",#DF8F44,#cccccc,20673.42,20673.42,,,,0.0,100.0,0.0,,,,,
12166,Dis. gráficos,2. Profesionales,1. Trabajadores  no manuales,"(0.297178, 0.04747, 0.420491, 1.0)",#DF8F44,#cccccc,22140.9,22140.9,,,,65.17,34.83,8.12,,,,,
12200,Prof. Salud,2. Profesionales,1. Trabajadores  no manuales,"(0.303568, 0.049396, 0.422182, 1.0)",#DF8F44,#cccccc,303.85,303.85,,,,100.0,0.0,100.0,,,,,
12210,Médicos,2. Profesionales,1. Trabajadores  no manuales,"(0.303568, 0.049396, 0.422182, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12211,Médicos generales,2. Profesionales,1. Trabajadores  no manuales,"(0.303568, 0.049396, 0.422182, 1.0)",#DF8F44,#cccccc,16322.29,16322.29,,,,70.65,29.35,81.54,,,,,
12212,Médicos especialistas,2. Profesionales,1. Trabajadores  no manuales,"(0.303568, 0.049396, 0.422182, 1.0)",#DF8F44,#cccccc,23286.87,23286.87,,,,56.38,43.62,18.93,,,,,
12220,Prof. Enfermería y partería,2. Profesionales,1. Trabajadores  no manuales,"(0.309935, 0.051407, 0.423721, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12221,Prof. Enfermería y partería,2. Profesionales,1. Trabajadores  no manuales,"(0.309935, 0.051407, 0.423721, 1.0)",#DF8F44,#cccccc,23803.31,23803.31,,,,47.89,52.11,48.05,,,,,
12222,Prof. Partería,2. Profesionales,1. Trabajadores  no manuales,"(0.309935, 0.051407, 0.423721, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12230,Prof. Medicina tradicional y alternativa,2. Profesionales,1. Trabajadores  no manuales,"(0.309935, 0.051407, 0.423721, 1.0)",#DF8F44,#cccccc,1360.09,1360.09,,,,100.0,0.0,0.0,,,,,
12240,Paramédicos,2. Profesionales,1. Trabajadores  no manuales,"(0.309935, 0.051407, 0.423721, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12250,Veterinarios,2. Profesionales,1. Trabajadores  no manuales,"(0.309935, 0.051407, 0.423721, 1.0)",#DF8F44,#cccccc,4182.29,4182.29,,,,0.0,100.0,0.0,,,,,
12260,Prof. Salud,2. Profesionales,1. Trabajadores  no manuales,"(0.316282, 0.05349, 0.425116, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12261,Dentistas,2. Profesionales,1. Trabajadores  no manuales,"(0.316282, 0.05349, 0.425116, 1.0)",#DF8F44,#cccccc,15335.34,15335.34,,,,50.97,49.03,0.0,,,,,
12262,Farmacéuticos,2. Profesionales,1. Trabajadores  no manuales,"(0.316282, 0.05349, 0.425116, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12263,Prof. Salud e higiene laboral,2. Profesionales,1. Trabajadores  no manuales,"(0.316282, 0.05349, 0.425116, 1.0)",#DF8F44,#cccccc,311.28,311.28,,,,0.0,100.0,0.0,,,,,
12264,Fisioterapeutas,2. Profesionales,1. Trabajadores  no manuales,"(0.316282, 0.05349, 0.425116, 1.0)",#DF8F44,#cccccc,16201.8,16201.8,,,,100.0,0.0,88.19,,,,,
12265,Dietistas y nutricionistas,2. Profesionales,1. Trabajadores  no manuales,"(0.316282, 0.05349, 0.425116, 1.0)",#DF8F44,#cccccc,11568.38,11568.38,,,,100.0,0.0,83.13,,,,,
12266,Audiólogos y logopedas,2. Profesionales,1. Trabajadores  no manuales,"(0.316282, 0.05349, 0.425116, 1.0)",#DF8F44,#cccccc,11081.2,11081.2,,,,100.0,0.0,30.69,,,,,
12267,Optometristas,2. Profesionales,1. Trabajadores  no manuales,"(0.316282, 0.05349, 0.425116, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12269,Prof. Salud n/c,2. Profesionales,1. Trabajadores  no manuales,"(0.316282, 0.05349, 0.425116, 1.0)",#DF8F44,#cccccc,5971.46,5971.46,,,,94.27,5.73,53.1,,,,,
12300,Prof. Enseñanza gral,2. Profesionales,1. Trabajadores  no manuales,"(0.32261, 0.055634, 0.426377, 1.0)",#DF8F44,#cccccc,216702.93,216702.93,,,,73.05,26.95,67.31,,,,,
12310,Prof. Universitarios y ed superior,2. Profesionales,1. Trabajadores  no manuales,"(0.32261, 0.055634, 0.426377, 1.0)",#DF8F44,#cccccc,65469.1,65469.1,,,,59.4,40.6,98.67,,,,,
12320,Prof. Form. Profesional,2. Profesionales,1. Trabajadores  no manuales,"(0.32261, 0.055634, 0.426377, 1.0)",#DF8F44,#cccccc,5859.33,5859.33,,,,65.92,34.08,48.7,,,,,
12330,Prof. Secundarios,2. Profesionales,1. Trabajadores  no manuales,"(0.32261, 0.055634, 0.426377, 1.0)",#DF8F44,#cccccc,175014.86,175014.86,,,,80.57,19.43,89.66,,,,,
12340,Maest. Primaria y preescolar,2. Profesionales,1. Trabajadores  no manuales,"(0.328921, 0.057827, 0.427511, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12341,Maest. Primaria,2. Profesionales,1. Trabajadores  no manuales,"(0.328921, 0.057827, 0.427511, 1.0)",#DF8F44,#cccccc,127880.59,127880.59,,,,84.03,15.97,80.63,,,,,
12342,Maest. Preescolar,2. Profesionales,1. Trabajadores  no manuales,"(0.328921, 0.057827, 0.427511, 1.0)",#DF8F44,#cccccc,57368.21,57368.21,,,,100.0,0.0,62.14,,,,,
12350,Prof. Enseñanza,2. Profesionales,1. Trabajadores  no manuales,"(0.328921, 0.057827, 0.427511, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12351,Esp. Mét. Pedagógicos,2. Profesionales,1. Trabajadores  no manuales,"(0.328921, 0.057827, 0.427511, 1.0)",#DF8F44,#cccccc,6913.0,6913.0,,,,100.0,0.0,100.0,,,,,
12352,Ed. Nec. Especiales,2. Profesionales,1. Trabajadores  no manuales,"(0.328921, 0.057827, 0.427511, 1.0)",#DF8F44,#cccccc,18168.93,18168.93,,,,67.9,32.1,50.32,,,,,
12353,Profesores idiomas,2. Profesionales,1. Trabajadores  no manuales,"(0.328921, 0.057827, 0.427511, 1.0)",#DF8F44,#cccccc,17822.19,17822.19,,,,92.54,7.46,17.82,,,,,
12354,Profesores música,2. Profesionales,1. Trabajadores  no manuales,"(0.328921, 0.057827, 0.427511, 1.0)",#DF8F44,#cccccc,26473.81,26473.81,,,,23.23,76.77,31.54,,,,,
12355,Profesores arte,2. Profesionales,1. Trabajadores  no manuales,"(0.328921, 0.057827, 0.427511, 1.0)",#DF8F44,#cccccc,22699.44,22699.44,,,,76.49,23.51,20.24,,,,,
12356,Inst. IT,2. Profesionales,1. Trabajadores  no manuales,"(0.328921, 0.057827, 0.427511, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12359,Prof. enseñanza,2. Profesionales,1. Trabajadores  no manuales,"(0.328921, 0.057827, 0.427511, 1.0)",#DF8F44,#cccccc,49887.08,49887.08,,,,85.03,14.97,11.43,,,,,
12400,Esp. Admin pública,2. Profesionales,1. Trabajadores  no manuales,"(0.335217, 0.06006, 0.428524, 1.0)",#DF8F44,#cccccc,730.66,730.66,,,,100.0,0.0,0.0,,,,,
12410,Esp. Finanzas,2. Profesionales,1. Trabajadores  no manuales,"(0.3415, 0.062325, 0.429425, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12411,Contables,2. Profesionales,1. Trabajadores  no manuales,"(0.3415, 0.062325, 0.429425, 1.0)",#DF8F44,#cccccc,64258.45,64258.45,,,,62.53,37.47,29.67,,,,,
12412,Asesores financieros y en inversiones,2. Profesionales,1. Trabajadores  no manuales,"(0.3415, 0.062325, 0.429425, 1.0)",#DF8F44,#cccccc,28820.09,28820.09,,,,0.0,100.0,0.0,,,,,
12413,An. financieros,2. Profesionales,1. Trabajadores  no manuales,"(0.3415, 0.062325, 0.429425, 1.0)",#DF8F44,#cccccc,2345.04,2345.04,,,,100.0,0.0,36.97,,,,,
12420,Esp. Org y adm.,2. Profesionales,1. Trabajadores  no manuales,"(0.3415, 0.062325, 0.429425, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12421,An. gestión y organización,2. Profesionales,1. Trabajadores  no manuales,"(0.3415, 0.062325, 0.429425, 1.0)",#DF8F44,#cccccc,924.21,924.21,,,,100.0,0.0,100.0,,,,,
12422,Esp. Pol. Administración,2. Profesionales,1. Trabajadores  no manuales,"(0.3415, 0.062325, 0.429425, 1.0)",#DF8F44,#cccccc,816.61,816.61,,,,100.0,0.0,100.0,,,,,
12423,Esp. Pol. Y serv. Personal,2. Profesionales,1. Trabajadores  no manuales,"(0.3415, 0.062325, 0.429425, 1.0)",#DF8F44,#cccccc,3370.66,3370.66,,,,0.0,100.0,62.24,,,,,
12424,Esp. Formación personal,2. Profesionales,1. Trabajadores  no manuales,"(0.3415, 0.062325, 0.429425, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12430,"Prof. Venta, comercialización",2. Profesionales,1. Trabajadores  no manuales,"(0.3415, 0.062325, 0.429425, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12431,Prof. Publicidad y marketing,2. Profesionales,1. Trabajadores  no manuales,"(0.3415, 0.062325, 0.429425, 1.0)",#DF8F44,#cccccc,19563.46,19563.46,,,,58.35,41.65,14.03,,,,,
12432,Prof. Rel. Públicas,2. Profesionales,1. Trabajadores  no manuales,"(0.3415, 0.062325, 0.429425, 1.0)",#DF8F44,#cccccc,16194.42,16194.42,,,,41.29,58.71,58.86,,,,,
12433,Prof. Ventas médicas,2. Profesionales,1. Trabajadores  no manuales,"(0.3415, 0.062325, 0.429425, 1.0)",#DF8F44,#cccccc,21907.39,21907.39,,,,21.37,78.63,0.0,,,,,
12434,Prof. Ventas IT,2. Profesionales,1. Trabajadores  no manuales,"(0.3415, 0.062325, 0.429425, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12500,Profesionales IT,2. Profesionales,1. Trabajadores  no manuales,"(0.354032, 0.066925, 0.430906, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12510,Des. Y An. Software,2. Profesionales,1. Trabajadores  no manuales,"(0.354032, 0.066925, 0.430906, 1.0)",#DF8F44,#cccccc,0.0,,,,,,,,,,,,
12511,An. de sistemas,2. Profesionales,1. Trabajadores  no manuales,"(0.354032, 0.066925, 0.430906, 1.0)",#DF8F44,#cccccc,14273.77,14273.77,,,,32.88,67.12,11.28,,,,,
12512,Des. software,2. Profesionales,1. Trabajadores  no manuales,"(0.354032, 0.066925, 0.430906, 1.0)",#DF8F44,#cccccc,3615.83,3615.83,,,,0.0,100.0,0.0,,,,,
12513,Des. Web y multimedia,2. Profesionales,1. Trabajadores  no manuales,"(0.354032, 0.066925, 0.430906, 1.0)",#DF8F44,#cccccc,4884.52,4884.52,,,,100.0,0.0,0.0,,,,,
12514,Programadores,2. Profesionales,1. Trabajadores  no manuales,"(0.354032, 0.066925, 0.430906, 1.0)",#DF8F44,#cccccc,19736.54,19736.54,,,,0.0,100.0,4.18,,,,,
